Time,Latitude,Longitude,Altitude,Pressure,Temperature,Acceleration,Acceleration (x),Acceleration (y),Acceleration (z),,Velocity(z)
1.985181,-71,40,205.2359484,98912,23.4,1.101352805,0.059,0.091,1.096,,
1.989091,-71,40,204.2170202,98900,23.4,1.100901903,0.055,0.088,1.096,,
1.991172,-71,40,203.8773997,98908,23.4,1.092906675,0.051,0.09,1.088,,
1.993098,-71,40,203.1981922,98909,23.4,1.097658417,0.053,0.086,1.093,,
1.994898,-71,40,203.7075937,98912,23.4,1.091542487,0.05,0.086,1.087,,
1.996938,-71,40,203.7075937,98896,23.4,1.097979053,0.053,0.09,1.093,,
1.998812,-71,40,203.1981922,98909,23.4,1.095765486,0.05,0.089,1.091,,
2.000852,-71,40,203.4528898,98906,23.4,1.097264325,0.05,0.095,1.092,,
2.004552,-71,40,203.3679899,98911,23.4,1.095684717,0.05,0.088,1.091,,
2.00813,-71,40,204.2170202,98902,23.4,1.092156124,0.056,0.09,1.087,,
2.012024,-71,40,204.1321141,98894,23.4,1.093255688,0.058,0.09,1.088,,
2.015849,-71,40,203.8773997,98908,23.4,1.09503105,0.057,0.088,1.09,,
2.020521,-71,40,203.3679899,98906,23.4,1.096052462,0.059,0.087,1.091,,
2.022562,-71,40,203.1981922,98908,23.4,1.09507534,0.053,0.091,1.09,,
2.02458,-71,40,203.3679899,98911,23.4,1.096337083,0.055,0.093,1.091,,
2.026411,-71,40,203.8773997,98916,23.4,1.101179368,0.054,0.092,1.096,,
2.028453,-71,40,203.1132944,98914,23.4,1.096870093,0.054,0.088,1.092,,
2.032072,-71,40,203.1132944,98909,23.4,1.090752493,0.051,0.088,1.086,,
2.035608,-71,40,203.1981922,98912,23.4,1.095477978,0.056,0.094,1.09,,
2.03949,-71,40,203.1132944,98909,23.4,1.092937784,0.055,0.088,1.088,,
2.043184,-71,40,203.1132944,98905,23.4,1.09503105,0.057,0.088,1.09,,
2.04734,-71,40,202.2643544,98914,23.4,1.097266604,0.057,0.091,1.092,,
2.05306,-71,40,202.8586051,98909,23.4,1.099014104,0.06,0.086,1.094,,
2.055207,-71,40,203.4528898,98911,23.4,1.102443196,0.056,0.094,1.097,,
2.057271,-71,40,203.3679899,98911,23.4,1.094928765,0.055,0.088,1.09,,
2.059313,-71,40,203.1981922,98906,23.4,1.093285873,0.057,0.091,1.088,,
2.062928,-71,40,202.8586051,98908,23.4,1.091027956,0.055,0.089,1.086,,
2.066836,-71,40,203.1132944,98916,23.4,1.093168331,0.053,0.092,1.088,,
2.070769,-71,40,203.8773997,98909,23.4,1.093659453,0.051,0.087,1.089,,
2.074768,-71,40,203.3679899,98911,23.4,1.091942306,0.055,0.088,1.087,,
2.07875,-71,40,203.1981922,98912,23.4,1.093904018,0.056,0.087,1.089,,
2.08232,-71,40,204.2170202,98909,23.4,1.097051047,0.056,0.089,1.092,,
2.086629,-71,40,203.1981922,98911,23.4,1.100200891,0.056,0.091,1.095,,
2.088688,-71,40,203.1981922,98908,23.4,1.097519476,0.057,0.094,1.092,,
2.090868,-71,40,203.4528898,98908,23.4,1.09200641,0.053,0.09,1.087,,
2.094716,-71,40,203.6226917,98912,23.4,1.094863005,0.052,0.089,1.09,,
2.098361,-71,40,202.6888157,98918,23.4,1.0937742,0.055,0.086,1.089,,
2.102129,-71,40,202.3492453,98909,23.4,1.09997,0.053,0.09,1.095,,
2.105977,-71,40,203.1981922,98906,23.4,1.093255688,0.058,0.09,1.088,,
2.109702,-71,40,203.1981922,98915,23.4,1.098732907,0.053,0.087,1.094,,
2.113277,-71,40,203.1132944,98915,23.4,1.094863005,0.052,0.089,1.09,,
2.11723,-71,40,203.6226917,98906,23.4,1.091226833,0.054,0.092,1.086,,
2.120983,-71,40,202.603922,98909,23.4,1.090811624,0.057,0.085,1.086,,
2.123065,-71,40,203.4528898,98915,23.4,1.096169239,0.055,0.091,1.091,,
2.126547,-71,40,202.8586051,98918,23.4,1.091401851,0.059,0.091,1.086,,
2.130413,-71,40,204.2170202,98903,23.4,1.098027777,0.054,0.09,1.093,,
2.135652,-71,40,203.6226917,98903,23.4,1.09321727,0.054,0.092,1.088,,
2.139375,-71,40,203.3679899,98908,23.4,1.097032361,0.054,0.09,1.092,,
2.143117,-71,40,203.6226917,98899,23.4,1.097233795,0.053,0.093,1.092,,
2.146977,-71,40,203.6226917,98905,23.4,1.100965485,0.053,0.09,1.096,,
2.150662,-71,40,203.4528898,98906,23.4,1.094153097,0.051,0.093,1.089,,
2.154403,-71,40,204.1321141,98899,23.4,1.092679733,0.053,0.086,1.088,,
2.158354,-71,40,203.9623038,98889,23.4,1.095924267,0.055,0.088,1.091,,
2.16046,-71,40,204.1321141,98903,23.4,1.097247921,0.055,0.092,1.092,,
2.164343,-71,40,203.3679899,98897,23.4,1.095529552,0.057,0.094,1.09,,
2.167954,-71,40,203.3679899,98906,23.4,1.093997258,0.053,0.09,1.089,,
2.171756,-71,40,203.7075937,98905,23.4,1.089305283,0.057,0.091,1.084,,
2.175607,-71,40,202.2643544,98912,23.4,1.095027397,0.052,0.091,1.09,,
2.179256,-71,40,203.9623038,98902,23.4,1.097082039,0.055,0.09,1.092,,
2.182907,-71,40,202.9435008,98908,23.4,1.098027777,0.054,0.09,1.093,,
2.186735,-71,40,203.3679899,98908,23.4,1.098210362,0.056,0.091,1.093,,
2.190354,-71,40,203.4528898,98911,23.4,1.09635487,0.057,0.092,1.091,,
2.194406,-71,40,202.9435008,98903,23.4,1.092116294,0.05,0.093,1.087,,
2.196503,-71,40,203.4528898,98905,23.4,1.099840898,0.052,0.089,1.095,,
2.19832,-71,40,203.1132944,98903,23.4,1.095027397,0.052,0.091,1.09,,
2.200397,-71,40,203.1981922,98906,23.4,1.099092353,0.052,0.092,1.094,,
2.202327,-71,40,203.4528898,98906,23.4,1.091078824,0.056,0.089,1.086,,
2.204347,-71,40,203.8773997,98909,23.4,1.094008227,0.058,0.087,1.089,,
2.206423,-71,40,203.8773997,98909,23.4,1.096027828,0.06,0.086,1.091,,
2.208363,-71,40,203.4528898,98893,23.4,1.096059305,0.051,0.092,1.091,,
2.210171,-71,40,203.1981922,98906,23.4,1.093883449,0.054,0.088,1.089,,
2.212235,-71,40,204.8113828,98909,23.4,1.092700325,0.055,0.085,1.088,,
2.21607,-71,40,203.4528898,98909,23.4,1.092207856,0.057,0.09,1.087,,
2.218151,-71,40,204.3868346,98908,23.4,1.097946265,0.054,0.089,1.093,,
2.220206,-71,40,203.1981922,98909,23.4,1.098654177,0.053,0.086,1.094,,
2.222148,-71,40,203.6226917,98906,23.4,1.100252244,0.057,0.091,1.095,,
2.224206,-71,40,203.6226917,98909,23.4,1.09719825,0.054,0.092,1.092,,
2.226234,-71,40,203.7075937,98908,23.4,1.097000456,0.055,0.089,1.092,,
2.228131,-71,40,203.1981922,98890,23.4,1.097236529,0.058,0.09,1.092,,
2.230172,-71,40,203.8773997,98909,23.4,1.093267122,0.055,0.092,1.088,,
2.232144,-71,40,203.6226917,98899,23.4,1.096188852,0.057,0.09,1.091,,
2.235705,-71,40,204.3868346,98908,23.4,1.097793241,0.049,0.09,1.093,,
2.239562,-71,40,203.8773997,98912,23.4,1.100304503,0.053,0.094,1.095,,
2.241648,-71,40,203.4528898,98911,23.4,1.100932786,0.054,0.089,1.096,,
2.243585,-71,40,204.6415614,98909,23.4,1.095292198,0.054,0.093,1.09,,
2.245635,-71,40,202.6888157,98912,23.4,1.100982289,0.055,0.089,1.096,,
2.24762,-71,40,203.1981922,98908,23.4,1.096271408,0.057,0.091,1.091,,
2.24973,-71,40,203.1981922,98912,23.4,1.094313027,0.056,0.092,1.089,,
2.251577,-71,40,204.2170202,98903,23.4,1.099145577,0.058,0.089,1.094,,
2.253463,-71,40,203.3679899,98909,23.4,1.091049495,0.057,0.088,1.086,,
2.257367,-71,40,203.1981922,98909,23.4,1.094116539,0.057,0.089,1.089,,
2.261014,-71,40,203.1132944,98909,23.4,1.092989478,0.051,0.091,1.088,,
2.264935,-71,40,203.3679899,98899,23.4,1.09200641,0.053,0.09,1.087,,
2.269519,-71,40,203.4528898,98906,23.4,1.090160539,0.059,0.088,1.085,,
2.271573,-71,40,203.6226917,98902,23.4,1.09509132,0.055,0.09,1.09,,
2.273429,-71,40,203.7075937,98909,23.4,1.087701246,0.053,0.086,1.083,,
2.275514,-71,40,203.4528898,98912,23.4,1.094079979,0.053,0.091,1.089,,
2.277478,-71,40,202.6888157,98914,23.4,1.096942113,0.057,0.087,1.092,,
2.279332,-71,40,203.1981922,98908,23.4,1.097066087,0.053,0.091,1.092,,
2.281387,-71,40,202.3492453,98912,23.4,1.095825716,0.053,0.088,1.091,,
2.285064,-71,40,203.6226917,98915,23.4,1.093121219,0.057,0.089,1.088,,
2.28893,-71,40,202.9435008,98905,23.4,1.102668128,0.052,0.087,1.098,,
2.291047,-71,40,203.1981922,98911,23.4,1.097233795,0.053,0.093,1.092,,
2.29298,-71,40,203.8773997,98908,23.4,1.09383454,0.053,0.088,1.089,,
2.295032,-71,40,203.1981922,98916,23.4,1.094178687,0.055,0.091,1.089,,
2.297663,-71,40,203.1132944,98911,23.4,1.103749066,0.057,0.097,1.098,,
2.299503,-71,40,203.1132944,98906,23.4,1.09780736,0.056,0.086,1.093,,
2.301555,-71,40,203.3679899,98906,23.4,1.096294668,0.059,0.09,1.091,,
2.303407,-71,40,203.4528898,98912,23.4,1.098229029,0.053,0.093,1.093,,
2.307041,-71,40,203.6226917,98912,23.4,1.099740424,0.048,0.09,1.095,,
2.31088,-71,40,203.4528898,98896,23.4,1.095027397,0.052,0.091,1.09,,
2.314666,-71,40,202.9435008,98903,23.4,1.095280786,0.052,0.094,1.09,,
2.318924,-71,40,203.4528898,98909,23.4,1.096983591,0.053,0.09,1.092,,
2.320972,-71,40,202.9435008,98912,23.4,1.094229409,0.056,0.091,1.089,,
2.32273,-71,40,204.3868346,98908,23.4,1.099072791,0.055,0.09,1.094,,
2.324792,-71,40,203.7075937,98914,23.4,1.096137309,0.056,0.09,1.091,,
2.32659,-71,40,203.9623038,98900,23.4,1.094992694,0.053,0.09,1.09,,
2.328483,-71,40,202.9435008,98912,23.4,1.094346837,0.055,0.093,1.089,,
2.332336,-71,40,202.8586051,98908,23.4,1.092188171,0.055,0.091,1.087,,
2.335892,-71,40,202.0945747,98921,23.4,1.092209687,0.052,0.093,1.087,,
2.339577,-71,40,203.8773997,98912,23.4,1.098954503,0.049,0.092,1.094,,
2.343512,-71,40,203.4528898,98903,23.4,1.096005018,0.055,0.089,1.091,,
2.347469,-71,40,203.6226917,98909,23.4,1.08309741,0.054,0.09,1.078,,
2.349628,-71,40,203.3679899,98906,23.4,1.09734999,0.057,0.092,1.092,,
2.351519,-71,40,203.8773997,98903,23.4,1.098077411,0.055,0.09,1.093,,
2.353468,-71,40,204.2170202,98899,23.4,1.096337083,0.055,0.093,1.091,,
2.355536,-71,40,202.9435008,98909,23.4,1.094830124,0.053,0.088,1.09,,
2.359013,-71,40,203.1981922,98912,23.4,1.090688315,0.053,0.086,1.086,,
2.362648,-71,40,203.1132944,98909,23.4,1.088500804,0.047,0.087,1.084,,
2.366499,-71,40,202.6888157,98906,23.4,1.092074173,0.056,0.089,1.087,,
2.370036,-71,40,202.603922,98911,23.4,1.095027397,0.052,0.091,1.09,,
2.373633,-71,40,203.3679899,98911,23.4,1.087246062,0.054,0.092,1.082,,
2.377479,-71,40,203.4528898,98906,23.4,1.095777806,0.052,0.088,1.091,,
2.379583,-71,40,203.3679899,98911,23.4,1.09915513,0.055,0.091,1.094,,
2.38165,-71,40,203.1132944,98918,23.4,1.094878989,0.054,0.088,1.09,,
2.383551,-71,40,202.603922,98906,23.4,1.096950774,0.054,0.089,1.092,,
2.387233,-71,40,203.3679899,98908,23.4,1.09300183,0.053,0.09,1.088,,
2.391091,-71,40,203.1981922,98911,23.4,1.097000456,0.055,0.089,1.092,,
2.394996,-71,40,203.3679899,98914,23.4,1.097707156,0.054,0.086,1.093,,
2.398873,-71,40,203.3679899,98919,23.4,1.098077411,0.055,0.09,1.093,,
2.402804,-71,40,203.6226917,98916,23.4,1.100169987,0.057,0.09,1.095,,
2.406514,-71,40,203.3679899,98914,23.4,1.09444141,0.06,0.091,1.089,,
2.410288,-71,40,202.8586051,98927,23.4,1.095974908,0.056,0.088,1.091,,
2.412394,-71,40,204.1321141,98915,23.4,1.096439237,0.057,0.093,1.091,,
2.414475,-71,40,203.1132944,98918,23.4,1.094064898,0.056,0.089,1.089,,
2.416577,-71,40,203.9623038,98911,23.4,1.100060453,0.058,0.088,1.095,,
2.420467,-71,40,203.7075937,98909,23.4,1.095519968,0.06,0.092,1.09,,
2.423973,-71,40,203.1132944,98908,23.4,1.094878989,0.054,0.088,1.09,,
2.427944,-71,40,203.3679899,98911,23.4,1.098193517,0.054,0.092,1.093,,
2.431549,-71,40,203.9623038,98909,23.4,1.094061698,0.059,0.087,1.089,,
2.435256,-71,40,203.1132944,98908,23.4,1.093285873,0.057,0.091,1.088,,
2.43921,-71,40,203.1981922,98906,23.4,1.090281615,0.055,0.092,1.085,,
2.443082,-71,40,202.8586051,98914,23.4,1.095243352,0.053,0.093,1.09,,
2.446969,-71,40,202.8586051,98905,23.4,1.092023351,0.055,0.089,1.087,,
2.450826,-71,40,203.9623038,98914,23.4,1.099495339,0.053,0.084,1.095,,
2.454501,-71,40,203.6226917,98903,23.4,1.09519359,0.057,0.09,1.09,,
2.458602,-71,40,202.603922,98914,23.4,1.096486662,0.061,0.091,1.091,,
2.462273,-71,40,203.7075937,98906,23.4,1.099092353,0.052,0.092,1.094,,
2.465967,-71,40,204.1321141,98918,23.4,1.095142,0.056,0.09,1.09,,
2.469909,-71,40,203.4528898,98909,23.4,1.095924267,0.055,0.088,1.091,,
2.473422,-71,40,202.8586051,98918,23.4,1.098159824,0.055,0.091,1.093,,
2.477049,-71,40,203.3679899,98906,23.4,1.093915445,0.053,0.089,1.089,,
2.480933,-71,40,202.9435008,98914,23.4,1.100402654,0.055,0.094,1.095,,
2.484898,-71,40,204.2170202,98909,23.4,1.097000456,0.055,0.089,1.092,,
2.489969,-71,40,202.8586051,98914,23.4,1.094417197,0.058,0.092,1.089,,
2.493815,-71,40,203.1132944,98911,23.4,1.092105306,0.055,0.09,1.087,,
2.497489,-71,40,203.1981922,98908,23.4,1.095874537,0.054,0.088,1.091,,
2.501304,-71,40,204.2170202,98908,23.4,1.092407433,0.056,0.093,1.087,,
2.504961,-71,40,203.1132944,98906,23.4,1.093539665,0.057,0.094,1.088,,
2.508568,-71,40,203.9623038,98905,23.4,1.096188852,0.057,0.09,1.091,,
2.512422,-71,40,203.1981922,98916,23.4,1.101,0.052,0.091,1.096,,
2.516087,-71,40,203.4528898,98908,23.4,1.096693667,0.052,0.087,1.092,,
2.519888,-71,40,203.1132944,98911,23.4,1.093984004,0.056,0.088,1.089,,
2.52196,-71,40,202.9435008,98908,23.4,1.099038671,0.059,0.087,1.094,,
2.523817,-71,40,203.1981922,98919,23.4,1.094095974,0.055,0.09,1.089,,
2.525822,-71,40,203.1132944,98916,23.4,1.093904018,0.056,0.087,1.089,,
2.527858,-71,40,202.9435008,98906,23.4,1.091812255,0.054,0.087,1.087,,
2.529733,-71,40,203.7075937,98902,23.4,1.101084011,0.057,0.089,1.096,,
2.531802,-71,40,203.3679899,98905,23.4,1.090114673,0.055,0.09,1.085,,
2.533674,-71,40,203.3679899,98906,23.4,1.094799068,0.054,0.087,1.09,,
2.535444,-71,40,204.2170202,98914,23.4,1.097689391,0.052,0.087,1.093,,
2.537532,-71,40,203.1981922,98900,23.4,1.098881704,0.056,0.087,1.094,,
2.541449,-71,40,204.1321141,98909,23.4,1.100252244,0.057,0.091,1.095,,
2.544847,-71,40,203.6226917,98908,23.4,1.093050776,0.054,0.09,1.088,,
2.546897,-71,40,203.3679899,98909,23.4,1.094449177,0.057,0.093,1.089,,
2.548703,-71,40,202.603922,98909,23.4,1.091902468,0.049,0.091,1.087,,
2.550616,-71,40,204.1321141,98900,23.4,1.091060035,0.054,0.09,1.086,,
2.552665,-71,40,203.6226917,98911,23.4,1.095124194,0.054,0.091,1.09,,
2.554553,-71,40,202.9435008,98915,23.4,1.097018231,0.052,0.091,1.092,,
2.556354,-71,40,203.1132944,98909,23.4,1.099023203,0.054,0.09,1.094,,
2.558428,-71,40,202.8586051,98906,23.4,1.094251342,0.061,0.088,1.089,,
2.561974,-71,40,203.8773997,98908,23.4,1.094928765,0.055,0.088,1.09,,
2.56593,-71,40,204.2170202,98902,23.4,1.095124194,0.054,0.091,1.09,,
2.571083,-71,40,203.3679899,98912,23.4,1.09990636,0.055,0.088,1.095,,
2.573175,-71,40,202.6888157,98906,23.4,1.093618764,0.055,0.084,1.089,,
2.575235,-71,40,203.3679899,98912,23.4,1.094830124,0.053,0.088,1.09,,
2.577199,-71,40,203.1132944,98909,23.4,1.091862171,0.055,0.087,1.087,,
2.579047,-71,40,202.603922,98919,23.4,1.093120762,0.06,0.087,1.088,,
2.581106,-71,40,203.3679899,98909,23.4,1.097185946,0.052,0.093,1.092,,
2.582966,-71,40,204.1321141,98899,23.4,1.098046447,0.056,0.089,1.093,,
2.584878,-71,40,203.4528898,98908,23.4,1.093040255,0.057,0.088,1.088,,
2.588784,-71,40,202.9435008,98911,23.4,1.096842742,0.05,0.09,1.092,,
2.592415,-71,40,202.9435008,98915,23.4,1.094878989,0.054,0.088,1.09,,
2.596406,-71,40,202.2643544,98916,23.4,1.094944747,0.052,0.09,1.09,,
2.598465,-71,40,203.8773997,98900,23.4,1.095794689,0.054,0.087,1.091,,
2.60038,-71,40,204.1321141,98908,23.4,1.098077411,0.055,0.09,1.093,,
2.602452,-71,40,202.6888157,98912,23.4,1.098027777,0.054,0.09,1.093,,
2.604461,-71,40,202.9435008,98914,23.4,1.095111866,0.057,0.089,1.09,,
2.606458,-71,40,203.3679899,98906,23.4,1.094897712,0.051,0.09,1.09,,
2.608524,-71,40,203.3679899,98905,23.4,1.097000456,0.055,0.089,1.092,,
2.612134,-71,40,203.7075937,98914,23.4,1.09805009,0.051,0.092,1.093,,
2.616029,-71,40,202.8586051,98905,23.4,1.097082039,0.055,0.09,1.092,,
2.621581,-71,40,203.7075937,98906,23.4,1.094333587,0.053,0.094,1.089,,
2.62364,-71,40,203.1981922,98903,23.4,1.092908505,0.056,0.087,1.088,,
2.625785,-71,40,202.603922,98906,23.4,1.09926157,0.052,0.094,1.094,,
2.627739,-71,40,203.7075937,98903,23.4,1.098159824,0.055,0.091,1.093,,
2.629677,-71,40,203.8773997,98903,23.4,1.09404616,0.054,0.09,1.089,,
2.631741,-71,40,204.1321141,98911,23.4,1.098261808,0.057,0.091,1.093,,
2.633658,-71,40,203.1981922,98909,23.4,1.100100904,0.054,0.091,1.095,,
2.637297,-71,40,203.7075937,98915,23.4,1.098046447,0.056,0.089,1.093,,
2.641196,-71,40,203.7075937,98914,23.4,1.097979053,0.053,0.09,1.093,,
2.644827,-71,40,202.0945747,98922,23.4,1.093151408,0.056,0.09,1.088,,
2.648875,-71,40,202.9435008,98906,23.4,1.095207743,0.054,0.092,1.09,,
2.651729,-71,40,203.3679899,98906,23.4,1.095730806,0.051,0.088,1.091,,
2.653694,-71,40,203.4528898,98905,23.4,1.093363617,0.06,0.09,1.088,,
2.655899,-71,40,204.2170202,98914,23.4,1.10050443,0.057,0.094,1.095,,
2.65783,-71,40,203.1132944,98914,23.4,1.094899539,0.056,0.087,1.09,,
2.659732,-71,40,203.4528898,98909,23.4,1.092953796,0.052,0.09,1.088,,
2.663597,-71,40,203.4528898,98908,23.4,1.097298501,0.056,0.092,1.092,,
2.667316,-71,40,202.8586051,98908,23.4,1.092356627,0.055,0.093,1.087,,
2.671103,-71,40,203.6226917,98909,23.4,1.092238985,0.056,0.091,1.087,,
2.674982,-71,40,203.1981922,98906,23.4,1.093883449,0.054,0.088,1.089,,
2.678847,-71,40,203.1132944,98911,23.4,1.101461756,0.061,0.091,1.096,,
2.680926,-71,40,203.7075937,98909,23.4,1.09404616,0.054,0.09,1.089,,
2.683021,-71,40,202.9435008,98908,23.4,1.092070968,0.049,0.093,1.087,,
2.684932,-71,40,203.6226917,98902,23.4,1.096970373,0.056,0.088,1.092,,
2.686842,-71,40,203.1132944,98903,23.4,1.102191453,0.056,0.091,1.097,,
2.690689,-71,40,203.1981922,98899,23.4,1.093706542,0.052,0.087,1.089,,
2.69431,-71,40,203.6226917,98911,23.4,1.09509132,0.055,0.09,1.09,,
2.698261,-71,40,203.4528898,98909,23.4,1.09809699,0.052,0.092,1.093,,
2.701919,-71,40,203.9623038,98916,23.4,1.096902001,0.053,0.089,1.092,,
2.70557,-71,40,203.3679899,98912,23.4,1.098879884,0.051,0.09,1.094,,
2.70954,-71,40,203.4528898,98906,23.4,1.098266361,0.052,0.094,1.093,,
2.711665,-71,40,203.7075937,98911,23.4,1.094146699,0.056,0.09,1.089,,
2.713497,-71,40,203.9623038,98903,23.4,1.097865657,0.054,0.088,1.093,,
2.715542,-71,40,203.7075937,98918,23.4,1.096137309,0.056,0.09,1.091,,
2.717487,-71,40,203.3679899,98903,23.4,1.099826805,0.055,0.087,1.095,,
2.721192,-71,40,203.3679899,98908,23.4,1.092041208,0.052,0.091,1.087,,
2.725035,-71,40,203.1132944,98908,23.4,1.094992694,0.053,0.09,1.09,,
2.729446,-71,40,202.8586051,98911,23.4,1.095893243,0.051,0.09,1.091,,
2.733355,-71,40,203.4528898,98906,23.4,1.094304345,0.059,0.09,1.089,,
2.73708,-71,40,203.1981922,98899,23.4,1.09321727,0.054,0.092,1.088,,
2.740894,-71,40,203.4528898,98911,23.4,1.096036952,0.054,0.09,1.091,,
2.743053,-71,40,203.1132944,98911,23.4,1.089723818,0.052,0.087,1.085,,
2.745116,-71,40,203.1132944,98905,23.4,1.099309329,0.058,0.091,1.094,,
2.74706,-71,40,202.9435008,98912,23.4,1.094848848,0.055,0.087,1.09,,
2.750889,-71,40,202.9435008,98911,23.4,1.096219868,0.056,0.091,1.091,,
2.754487,-71,40,202.9435008,98908,23.4,1.098941764,0.054,0.089,1.094,,
2.758356,-71,40,202.9435008,98905,23.4,1.093351727,0.055,0.093,1.088,,
2.762237,-71,40,203.6226917,98908,23.4,1.097082039,0.055,0.09,1.092,,
2.765991,-71,40,203.1981922,98911,23.4,1.094169091,0.058,0.089,1.089,,
2.769936,-71,40,203.4528898,98913,23.4,1.094229409,0.056,0.091,1.089,,
2.773783,-71,40,203.9623038,98903,23.4,1.096271408,0.057,0.091,1.091,,
2.775876,-71,40,203.9623038,98911,23.4,1.093317886,0.056,0.092,1.088,,
2.777945,-71,40,203.1132944,98911,23.4,1.093267122,0.055,0.092,1.088,,
2.781573,-71,40,203.9623038,98909,23.4,1.093084626,0.053,0.091,1.088,,
2.785386,-71,40,203.6226917,98900,23.4,1.092105306,0.055,0.09,1.087,,
2.789271,-71,40,204.1321141,98900,23.4,1.093902189,0.051,0.09,1.089,,
2.792793,-71,40,202.8586051,98903,23.4,1.099760428,0.052,0.088,1.095,,
2.796556,-71,40,203.8773997,98903,23.4,1.093675455,0.053,0.086,1.089,,
2.800421,-71,40,203.1132944,98916,23.4,1.100952315,0.056,0.088,1.096,,
2.804056,-71,40,203.7075937,98905,23.4,1.097102548,0.057,0.089,1.092,,
2.808213,-71,40,203.4528898,98899,23.4,1.098941764,0.054,0.089,1.094,,
2.812343,-71,40,204.2170202,98903,23.4,1.094910955,0.053,0.089,1.09,,
2.815988,-71,40,203.3679899,98902,23.4,1.101466749,0.058,0.093,1.096,,
2.819825,-71,40,203.8773997,98903,23.4,1.096970373,0.056,0.088,1.092,,
2.823537,-71,40,203.6226917,98906,23.4,1.09743428,0.057,0.093,1.092,,
2.827296,-71,40,204.2170202,98899,23.4,1.095359758,0.057,0.092,1.09,,
2.831143,-71,40,203.4528898,98903,23.4,1.094178687,0.055,0.091,1.089,,
2.834696,-71,40,203.8773997,98905,23.4,1.094333587,0.058,0.091,1.089,,
2.838333,-71,40,203.8773997,98893,23.4,1.097884329,0.051,0.09,1.093,,
2.842174,-71,40,203.7075937,98899,23.4,1.099340257,0.057,0.092,1.094,,
2.847669,-71,40,203.1981922,98908,23.4,1.094346837,0.055,0.093,1.089,,
2.853351,-71,40,203.6226917,98903,23.4,1.0937742,0.055,0.086,1.089,,
2.855404,-71,40,203.6226917,98906,23.4,1.092407433,0.056,0.093,1.087,,
2.857336,-71,40,203.8773997,98902,23.4,1.096410051,0.053,0.095,1.091,,
2.859378,-71,40,203.4528898,98899,23.4,1.09601323,0.05,0.092,1.091,,
2.861229,-71,40,203.6226917,98897,23.4,1.092887917,0.054,0.088,1.088,,
2.863212,-71,40,203.6226917,98902,23.4,1.092919942,0.053,0.089,1.088,,
2.865368,-71,40,203.9623038,98899,23.4,1.088961432,0.05,0.091,1.084,,
2.867196,-71,40,203.6226917,98903,23.4,1.09478217,0.052,0.088,1.09,,
2.869065,-71,40,203.9623038,98905,23.4,1.092271944,0.055,0.092,1.087,,
2.872915,-71,40,203.4528898,98908,23.4,1.094163608,0.053,0.092,1.089,,
2.877689,-71,40,203.4528898,98906,23.4,1.095988139,0.053,0.09,1.091,,
2.881609,-71,40,203.4528898,98908,23.4,1.095874537,0.054,0.088,1.091,,
2.885525,-71,40,204.3868346,98894,23.4,1.096241306,0.058,0.09,1.091,,
2.889227,-71,40,203.8773997,98902,23.4,1.092937784,0.055,0.088,1.088,,
2.893083,-71,40,203.7075937,98891,23.4,1.092173063,0.053,0.092,1.087,,
2.896731,-71,40,203.9623038,98911,23.4,1.092381801,0.052,0.095,1.087,,
2.900511,-71,40,203.8773997,98896,23.4,1.098991356,0.055,0.089,1.094,,
2.904448,-71,40,202.9435008,98905,23.4,1.105280507,0.058,0.091,1.1,,
2.908006,-71,40,203.1132944,98909,23.4,1.093820369,0.051,0.089,1.089,,
2.911816,-71,40,203.1981922,98906,23.4,1.095328718,0.058,0.091,1.09,,
2.915821,-71,40,203.6226917,98905,23.4,1.097884329,0.051,0.09,1.093,,
2.917911,-71,40,203.4528898,98905,23.4,1.093949268,0.052,0.09,1.089,,
2.919738,-71,40,202.9435008,98905,23.4,1.095173959,0.055,0.091,1.09,,
2.921909,-71,40,203.3679899,98903,23.4,1.096303334,0.056,0.092,1.091,,
2.923898,-71,40,203.4528898,98911,23.4,1.095794689,0.054,0.087,1.091,,
2.925948,-71,40,203.3679899,98906,23.4,1.095988139,0.053,0.09,1.091,,
2.927793,-71,40,203.4528898,98900,23.4,1.097208276,0.059,0.089,1.092,,
2.929695,-71,40,203.4528898,98909,23.4,1.094992694,0.053,0.09,1.09,,
2.933585,-71,40,203.6226917,98911,23.4,1.095847161,0.05,0.09,1.091,,
2.937249,-71,40,203.7075937,98902,23.4,1.092238985,0.056,0.091,1.087,,
2.941112,-71,40,202.9435008,98915,23.4,1.098261808,0.057,0.091,1.093,,
2.943215,-71,40,203.8773997,98900,23.4,1.092125908,0.057,0.089,1.087,,
2.945146,-71,40,202.8586051,98908,23.4,1.095465654,0.059,0.092,1.09,,
2.946964,-71,40,203.1981922,98905,23.4,1.101799437,0.053,0.088,1.097,,
2.949027,-71,40,203.4528898,98912,23.4,1.096684549,0.06,0.094,1.091,,
2.950925,-71,40,203.4528898,98906,23.4,1.094200165,0.052,0.093,1.089,,
2.953083,-71,40,203.3679899,98913,23.4,1.093883449,0.054,0.088,1.089,,
2.956724,-71,40,203.4528898,98900,23.4,1.091348249,0.058,0.091,1.086,,
2.960316,-71,40,203.8773997,98908,23.4,1.092988564,0.056,0.088,1.088,,
2.964349,-71,40,203.4528898,98903,23.4,1.097132626,0.056,0.09,1.092,,
2.966415,-71,40,203.6226917,98908,23.4,1.097018231,0.052,0.091,1.092,,
